"YEAR","ST","STATE","RESIDENTIAL","COMMERCIAL","INDUSTRIAL","OTHER","TOTAL","TRANSPORTATION"
2030,"WY","Wyoming",3537072.20918439,3407823.96217665,10009401.5493091,1.61870236172302e-35,16954297.7206702,0
2031,"AK","Alaska",2692853.45207591,3701552.62619106,2348831.80389966,1.95401881073583e-05,8743237.88218617,0
2031,"AL","Alabama",30253154.0884886,22911485.157386,33727799.4098866,1.81984092481057e-08,86892438.6557612,0
2031,"AR","Arkansas",23597830.9073457,17916466.1869819,18251161.4253158,1.27230526798904e-34,59765919.7274474,461.207804032489
2031,"AZ","Arizona",50606831.0320369,44753399.7020767,12428935.0079918,4.78871497795147e-09,107789165.742105,0
2031,"CA","California",113502967.762094,121791635.814435,47288748.4446002,0.00530244031997409,283268159.225437,684807.199005063
2031,"CO","Colorado",26316072.2041397,19997215.1671523,24167101.0095829,13.5216316142643,70531943.6674304,51541.7649239669
2031,"CT","Connecticut",12768311.3363761,12995956.7436815,3565954.23668056,7.09697277237904e-35,29522765.3672551,192543.050517021
2031,"DC","District of Columbia",2449905.43297877,10001752.2298281,218375.786691323,0.000119587319560051,12994637.8467602,324604.397142406
2031,"DE","Delaware",6509884.62960094,3757985.35146351,2754604.67068583,1.73693445834193e-35,13022474.6517503,0
2031,"FL","Florida",87964190.9072392,98823050.4958876,16425627.1790517,1.19550765359719e-08,203296763.758428,83895.1762492474
2031,"GA","Georgia",42125320.2661268,40852589.5191003,31686090.9003105,7.70947266597367e-11,114820957.066402,156956.380864505
2031,"HI","Hawaii",72320.6560712159,2803655.49072073,3661679.31053312,6.01312903699898e-36,6537655.45732506,0
2031,"IA","Iowa",17800043.8930171,17404252.3973654,25627972.4948008,0.0106346214025627,60832305.1685958,36.372777890282
2031,"ID","Idaho",10704833.1773511,5971902.42820747,9574324.4149632,0.00142150903432549,26251060.0219433,0
2031,"IL","Illinois",64733381.587041,35561330.2177678,45193901.77918,1.17611525318179e-33,146038684.88625,550071.302261637
2031,"IN","Indiana",41608681.7986426,30413270.0822755,50246105.1494395,6.36987996571104e-35,122288347.072204,20290.0418468356
2031,"KS","Kansas",17022656.2898949,22057544.0487483,13986622.8447104,0.00118258649512965,53066823.1845362,0
2031,"KY","Kentucky",19429713.2128867,28565929.9665451,44125813.2970004,7.53568544627701e-09,92121456.4764322,0
2031,"LA","Louisiana",37137286.0866809,33926328.206007,30385650.9687721,1.05394077857511e-06,101459851.287496,10586.0260346895
2031,"MA","Massachusetts",25526082.844087,17722928.0592514,16927209.685885,5.97087082004907e-09,60526060.3344659,349839.745242468
2031,"MD","Maryland",35915776.3542489,30107590.3107103,4499877.77023141,1.36191176111394e-07,71051287.3381713,528042.902980578
2031,"ME","Maine",4480726.06818493,5853145.68905941,3026010.86042226,0.0762276490435278,13359882.6938943,0
2031,"MI","Michigan",45532670.6476289,41536491.4250504,31471020.7484945,9.4132411943722e-07,118546763.204364,6580.38318909119
2031,"MN","Minnesota",29900726.3026668,22495791.5183464,23374890.8782914,1.32244860191393e-10,75788717.8832471,17309.1839424566
2031,"MO","Missouri",32735819.6474221,22835674.2093019,17544427.5604523,2.18333738302773e-34,73137510.4451802,21589.0280039028
2031,"MS","Mississippi",20229223.7492096,18616651.0541004,16451393.613825,4.0353063199508e-15,55297268.4171351,0
2031,"MT","Montana",6083448.64565601,7018618.84888265,4221192.85981641,0.0159747221946598,17323260.3703298,0
2031,"NC","North Carolina",84630450.3720225,37986446.2994434,26896088.8249815,6.238168688543e-15,149520109.505247,7124.00879914413
2031,"ND","North Dakota",4484764.77954282,7929500.61855121,5123501.21908953,1.36949640128144e-08,17537766.6171836,0
2031,"NE","Nebraska",13358816.7918674,13435717.7497582,16590445.3233623,0.0313960448219353,43384979.896384,0
2031,"NH","New Hampshire",4489567.34884061,5852059.3388667,1951510.31315432,2.69969767474845e-18,12293137.0008616,0
2031,"NJ","New Jersey",25735434.2180711,24162667.4588031,810812.700343928,2.48943125948846e-34,50996063.6521267,287149.274908493
2031,"NM","New Mexico",7628623.74190792,11906833.7754474,10355252.7268162,8.91506872088373e-07,29890710.2441724,0
2031,"NV","Nevada",18677140.962018,14561826.9870205,18745121.9518093,1.74199101392675e-09,51992217.895745,8127.99489722433
2031,"NY","New York",62304320.9289702,106567259.960554,0,5.64276397432523e-33,171631888.947432,2760308.05790723
2031,"OH","Ohio",63226579.9383578,65083891.0353289,53379337.9035714,1.93951392161484e-07,181723737.884288,33929.007030036
2031,"OK","Oklahoma",30825969.2829483,19961104.5086258,16569724.8390348,0.0447494162303851,67356798.6753583,0
2031,"OR","Oregon",21238583.401796,17098755.4106524,12005574.4484452,3.09695658044299e-05,50367717.2696401,24804.008715625
2031,"PA","Pennsylvania",68686567.9013638,3535090.56991012,47173947.5029558,7.06333628908854e-07,120270645.498184,875039.523954032
2031,"RI","Rhode Island",3884070.23550872,3639868.05308249,925817.920914897,9.27290006396316e-36,8473425.63367436,23669.4241682595
2031,"SC","South Carolina",44490672.3792953,16306327.8562989,28163948.9955344,1.23995491991752e-14,88960949.2311286,0
2031,"SD","South Dakota",5899562.45915456,7477692.18059008,2723856.23657269,0.00143947250614684,16101110.8777568,0
2031,"TN","Tennessee",51721232.3620856,28150228.5460403,28502538.0829961,1.76525435831902e-07,108375742.984823,1743.99370112275
2031,"TX","Texas",202068698.745632,183992065.20136,94641075.9579208,9.4975397352649e-34,480771890.047678,70050.1427648791
2031,"UT","Utah",13519847.7710166,16998046.518601,14128582.5936733,4.67729382349626e-21,44684650.5541328,38173.6708417898
2031,"VA","Virginia",62951312.1276042,72851200.2869077,17315729.2208095,2.64199810681739e-08,153306147.059263,187905.423941594
2031,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2031,"WA","Washington",44086810.7435017,41435777.809559,27578939.3765668,3.26846402653885e-34,113107866.195763,6338.26613561176
2031,"WI","Wisconsin",21299688.2155645,33779688.8364982,24002980.4210274,1.09034965936225e-34,79082357.4730902,0
2031,"WV","West Virginia",16084398.0800035,7685032.69958919,11855065.2630799,1.7112587515235e-12,35628668.7645545,4172.72188186839
2031,"WY","Wyoming",3580174.98625553,3359861.59483119,10009401.5493091,1.61870236172302e-35,16949438.1303958,0
2032,"AK","Alaska",2720823.94536174,3744994.17368444,2399761.00163402,1.95401881073583e-05,8865579.12069974,0
2032,"AL","Alabama",30065400.1872506,22970024.0768991,33727799.4098866,1.81984092481057e-08,86763223.6740363,0
2032,"AR","Arkansas",23803372.8051442,18216888.5845748,18282306.5580988,1.27230526798904e-34,60303029.1556218,461.207804032489
2032,"AZ","Arizona",51536808.2484857,45546088.2165678,12428935.0079918,4.78871497795147e-09,109511831.473045,0
2032,"CA","California",114734801.728938,121791635.814435,47288748.4446002,0.00530244031997409,284499993.192281,684807.199005063
2032,"CO","Colorado",26739565.6689969,19997215.1671523,24623014.6453091,13.5216316142643,71411350.7680138,51541.7649239669
2032,"CT","Connecticut",12768311.3363761,12995956.7436815,3565954.23668056,7.09697277237904e-35,29522765.3672551,192543.050517021
2032,"DC","District of Columbia",2471333.94353565,10067431.2588309,218375.786691323,0.000119587319560051,13081745.3863198,324604.397142406
2032,"DE","Delaware",6608789.3844225,3730796.34133187,2754604.67068583,1.73693445834193e-35,13094190.3964402,0
2032,"FL","Florida",86506115.2700721,99180168.1639344,16425627.1790517,1.19550765359719e-08,202195805.789307,83895.1762492474
2032,"GA","Georgia",41254220.1160008,40566219.9385468,31691904.2949205,7.70947266597367e-11,113669300.730333,156956.380864505
2032,"HI","Hawaii",0,2780785.07638329,3661679.31053312,6.01312903699898e-36,6442464.3869164,0
2032,"IA","Iowa",17976036.3064539,17673577.668628,25949882.1634954,0.0106346214025627,61599532.5219898,36.372777890282
2032,"ID","Idaho",10832857.7346685,5971902.42820747,9574324.4149632,0.00142150903432549,26379084.5792607,0
2032,"IL","Illinois",65502054.1382927,34768701.0140916,45193901.77918,1.17611525318179e-33,146014728.233826,550071.302261637
2032,"IN","Indiana",41875674.5853823,30608281.1690906,50301358.0516634,6.36987996571104e-35,122805603.847983,20290.0418468356
2032,"KS","Kansas",17132803.6303917,22398072.7414489,14142263.5138549,0.00118258649512965,53673139.886878,0
2032,"KY","Kentucky",18981382.7967052,29081794.7513767,44125813.2970004,7.53568544627701e-09,92188990.8450823,0
2032,"LA","Louisiana",37368323.4932202,34435882.9757003,30385650.9687721,1.05394077857511e-06,102200443.463728,10586.0260346895
2032,"MA","Massachusetts",25787343.6299574,17722928.0592514,16927209.685885,5.97087082004907e-09,60787321.1203363,349839.745242468
2032,"MD","Maryland",36373543.4659785,30107590.3107103,4499877.77023141,1.36191176111394e-07,71509054.4499009,528042.902980578
2032,"ME","Maine",4480726.06818493,5947879.92564445,3026010.86042226,0.0762276490435278,13454616.9304793,0
2032,"MI","Michigan",46093025.1356581,41604340.3158311,31471020.7484945,9.4132411943722e-07,119174966.583174,6580.38318909119
2032,"MN","Minnesota",30302361.266967,22495791.5183464,23374890.8782914,1.32244860191393e-10,76190352.8475472,17309.1839424566
2032,"MO","Missouri",32519425.5346701,22417628.6799908,17544427.5604523,2.18333738302773e-34,72503070.8031171,21589.0280039028
2032,"MS","Mississippi",20292593.3898082,18881491.4058108,16457847.734903,4.0353063199508e-15,55631932.530522,0
2032,"MT","Montana",6148104.55564436,7127367.02024373,4221192.85981641,0.0159747221946598,17496664.4516792,0
2032,"NC","North Carolina",85884252.1945769,37522787.9794583,26896088.8249815,6.238168688543e-15,150310253.007816,7124.00879914413
2032,"ND","North Dakota",4484764.77954282,8077968.72454101,5123501.21908953,1.36949640128144e-08,17686234.7231734,0
2032,"NE","Nebraska",13519867.8960367,13654684.1384644,16888840.3988316,0.0313960448219353,44063392.4647287,0
2032,"NH","New Hampshire",4491209.61223178,5923875.96072112,1951510.31315432,2.69969767474845e-18,12366595.8861072,0
2032,"NJ","New Jersey",25561765.7132977,23407715.8357619,444677.02434046,2.48943125948846e-34,49701307.8483086,287149.274908493
2032,"NM","New Mexico",7666582.72746875,12049115.964529,10518729.3628289,8.91506872088373e-07,30234428.0548275,0
2032,"NV","Nevada",19023668.1335097,14837996.4783905,19008842.0166015,1.74199101392675e-09,52878634.6233989,8127.99489722433
2032,"NY","New York",62895721.6478678,108172326.666473,0,5.64276397432523e-33,173828356.372248,2760308.05790723
2032,"OH","Ohio",63561973.6894091,66027437.3074253,53379337.9035714,1.93951392161484e-07,183002677.907436,33929.007030036
2032,"OK","Oklahoma",31209040.727252,19961104.5086258,16569724.8390348,0.0447494162303851,67739870.1196619,0
2032,"OR","Oregon",21299418.9654366,17136303.6370331,12005574.4484452,3.09695658044299e-05,50466101.0596615,24804.008715625
2032,"PA","Pennsylvania",69468898.6479098,1419835.93049812,47173947.5029558,7.06333628908854e-07,118937721.605318,875039.523954032
2032,"RI","Rhode Island",3923471.95680819,3639868.05308249,925817.920914897,9.27290006396316e-36,8512827.35497383,23669.4241682595
2032,"SC","South Carolina",45132518.7487104,16028065.8645756,28163948.9955344,1.23995491991752e-14,89324533.6088204,0
2032,"SD","South Dakota",5970449.86463878,7631110.64364839,2723856.23657269,0.00143947250614684,16325416.7462993,0
2032,"TN","Tennessee",52053526.9448196,28150228.5460403,28502538.0829961,1.76525435831902e-07,108708037.567557,1743.99370112275
2032,"TX","Texas",205275577.981658,186687805.083845,94641075.9579208,9.4975397352649e-34,486674509.16619,70050.1427648791
2032,"UT","Utah",13747846.9109559,17324111.7670372,14361972.3510205,4.67729382349626e-21,45472104.6998555,38173.6708417898
2032,"VA","Virginia",63836176.4384693,74224588.4377692,17315729.2208095,2.64199810681739e-08,155564399.52099,187905.423941594
2032,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2032,"WA","Washington",44490405.6807456,42068851.4435075,27578939.3765668,3.26846402653885e-34,114144534.766955,6338.26613561176
2032,"WI","Wisconsin",21259656.8337818,34324774.8521035,24009426.8892152,1.09034965936225e-34,79593858.5751005,0
2032,"WV","West Virginia",16282953.6458336,7673586.66648505,11855065.2630799,1.7112587515235e-12,35815778.2972804,4172.72188186839
2032,"WY","Wyoming",3623277.76332667,3311899.22748573,10009401.5493091,1.61870236172302e-35,16944578.5401215,0
2033,"AK","Alaska",2748794.43864757,3788435.72117782,2450690.19936838,1.95401881073583e-05,8987920.3592133,0
2033,"AL","Alabama",29877646.2860126,23028562.9964122,33727799.4098866,1.81984092481057e-08,86634008.6923114,0
2033,"AR","Arkansas",24004776.1680978,18517310.9821677,18311207.2155847,1.27230526798904e-34,60833755.5736542,461.207804032489
2033,"AZ","Arizona",52466785.4649346,46338776.7310588,12428935.0079918,4.78871497795147e-09,111234497.203985,0
2033,"CA","California",115966635.695782,121791635.814435,47288748.4446002,0.00530244031997409,285731827.159125,684807.199005063
2033,"CO","Colorado",27163059.1338541,19997215.1671523,25078928.2810352,13.5216316142643,72290757.8685972,51541.7649239669
2033,"CT","Connecticut",12768311.3363761,12995956.7436815,3565954.23668056,7.09697277237904e-35,29522765.3672551,192543.050517021
2033,"DC","District of Columbia",2492762.45409252,10133110.2878336,218375.786691323,0.000119587319560051,13168852.9258794,324604.397142406
2033,"DE","Delaware",6707694.13924406,3703607.33120024,2754604.67068583,1.73693445834193e-35,13165906.1411301,0
2033,"FL","Florida",85048039.632905,99537285.8319812,16425627.1790517,1.19550765359719e-08,201094847.820187,83895.1762492474
2033,"GA","Georgia",40383119.9658748,40279850.3579932,31697055.4742244,7.70947266597367e-11,112516982.178957,156956.380864505
2033,"HI","Hawaii",0,2757914.66204585,3661679.31053312,6.01312903699898e-36,6419593.97257896,0
2033,"IA","Iowa",18152028.7198907,17942902.9398905,26271791.8321901,0.0106346214025627,62366759.8753838,36.372777890282
2033,"ID","Idaho",10960882.2919859,5971902.42820747,9574324.4149632,0.00142150903432549,26507109.136578,0
2033,"IL","Illinois",66270726.6895444,33976071.8104155,45193901.77918,1.17611525318179e-33,145990771.581401,550071.302261637
2033,"IN","Indiana",42136294.1426112,30798126.9060699,50352726.8056335,6.36987996571104e-35,123307437.896161,20290.0418468356
2033,"KS","Kansas",17240344.2837216,22738601.4341495,14297904.1829994,0.00118258649512965,54276849.9020531,0
2033,"KY","Kentucky",18533052.3805238,29597659.5362084,44125813.2970004,7.53568544627701e-09,92256525.2137325,0
2033,"LA","Louisiana",37593917.6469372,34945437.7453937,30385650.9687721,1.05394077857511e-06,102935592.387139,10586.0260346895
2033,"MA","Massachusetts",26048604.4158278,17722928.0592514,16927209.685885,5.97087082004907e-09,61048581.9062067,349839.745242468
2033,"MD","Maryland",36831310.577708,30107590.3107103,4499877.77023141,1.36191176111394e-07,71966821.5616304,528042.902980578
2033,"ME","Maine",4480726.06818493,6042614.16222948,3026010.86042226,0.0762276490435278,13549351.1670643,0
2033,"MI","Michigan",46653379.6236874,41667278.6932897,31471020.7484945,9.4132411943722e-07,119798259.448662,6580.38318909119
2033,"MN","Minnesota",30703996.2312671,22495791.5183464,23374890.8782914,1.32244860191393e-10,76591987.8118473,17309.1839424566
2033,"MO","Missouri",32303031.4219181,21999583.1506796,17544427.5604523,2.18333738302773e-34,71868631.161054,21589.0280039028
2033,"MS","Mississippi",20355963.0304067,19146331.7575212,16463744.1920288,4.0353063199508e-15,55966038.9799567,0
2033,"MT","Montana",6212760.4656327,7236115.19160481,4221192.85981641,0.0159747221946598,17670068.5330286,0
2033,"NC","North Carolina",87138054.0171314,37059129.6594732,26896088.8249815,6.238168688543e-15,151100396.510385,7124.00879914413
2033,"ND","North Dakota",4484764.77954282,8226436.83053081,5123501.21908953,1.36949640128144e-08,17834702.8291632,0
2033,"NE","Nebraska",13680919.0002059,13873650.5271706,17187235.4743009,0.0313960448219353,44741805.0330735,0
2033,"NH","New Hampshire",4492851.87562295,5995692.58257555,1951510.31315432,2.69969767474845e-18,12440054.7713528,0
2033,"NJ","New Jersey",25388097.2085243,22652764.2127206,78541.3483369909,2.48943125948846e-34,48406552.0444904,287149.274908493
2033,"NM","New Mexico",7704541.71302959,12191398.1536105,10682205.9988416,8.91506872088373e-07,30578145.8654826,0
2033,"NV","Nevada",19370195.3050014,15114165.9697605,19272562.0813938,1.74199101392675e-09,53765051.3510529,8127.99489722433
2033,"NY","New York",63487122.3667655,109777393.372392,0,5.64276397432523e-33,176024823.797064,2760308.05790723
