"YEAR","ST","STATE","RESIDENTIAL","COMMERCIAL","INDUSTRIAL","OTHER","TOTAL","TRANSPORTATION"
2043,"HI","Hawaii",0,2529210.51867145,3661679.31053312,6.01312903699898e-36,6190889.82920457,0
2043,"IA","Iowa",19911952.8542586,20636155.6525156,29490888.519137,0.0106346214025627,70039033.4093238,36.372777890282
2043,"ID","Idaho",12241127.8651599,5971902.42820747,9574324.4149632,0.00142150903432549,27787354.709752,0
2043,"IL","Illinois",73957452.2020613,26049779.7736537,45193901.77918,1.17611525318179e-33,145751205.057157,550071.302261637
2043,"IN","Indiana",44423700.2703685,32440869.6605441,50704341.1987087,6.36987996571104e-35,127589201.171468,20290.0418468356
2043,"KS","Kansas",18185258.4595429,26143888.3611552,15854310.8744445,0.00118258649512965,60183457.6963251,0
2043,"KY","Kentucky",14049748.2187088,34756307.384525,44125813.2970004,7.53568544627701e-09,92931868.9002342,0
2043,"LA","Louisiana",39577253.0638976,40040985.4423269,30385650.9687721,1.05394077857511e-06,110014475.501032,10586.0260346895
2043,"MA","Massachusetts",28661212.2745319,17722928.0592514,16927209.685885,5.97087082004907e-09,63661189.7649108,349839.745242468
2043,"MD","Maryland",41408981.6950034,30107590.3107103,4499877.77023141,1.36191176111394e-07,76544492.6789258,528042.902980578
2043,"ME","Maine",4480726.06818493,6989956.52807985,3026010.86042226,0.0762276490435278,14496693.5329147,0
2043,"MI","Michigan",52256924.50398,42093396.2326553,31471020.7484945,9.4132411943722e-07,125827921.86832,6580.38318909119
2043,"MN","Minnesota",34720345.8742681,22495791.5183464,23374890.8782914,1.32244860191393e-10,80608337.4548484,17309.1839424566
2043,"MO","Missouri",30139090.2943984,17819127.8575681,17544427.5604523,2.18333738302773e-34,65524234.7404227,21589.0280039028
2043,"MS","Mississippi",20989659.4363922,21794735.274625,16500835.1955214,4.0353063199508e-15,59285229.9065386,0
2043,"MT","Montana",6859319.56551616,8323596.9052156,4221192.85981641,0.0159747221946598,19404109.3465229,0
2043,"NC","North Carolina",99676072.2426759,32422546.4596223,26896088.8249815,6.238168688543e-15,159001831.536079,7124.00879914413
2043,"ND","North Dakota",4484764.77954282,9711117.89042879,5123501.21908953,1.36949640128144e-08,19319383.8890612,0
2043,"NE","Nebraska",15291430.0418986,16063314.4142324,20171186.2289939,0.0313960448219353,51525930.716521,0
2043,"NH","New Hampshire",4509274.50953464,6713858.8011198,1951510.31315432,2.69969767474845e-18,13174643.6238088,0
2043,"NJ","New Jersey",23651412.1607904,15103247.9823081,0,2.48943125948846e-34,39041809.4180069,287149.274908493
2043,"NM","New Mexico",8084131.5686379,13614220.0444258,12316972.3589688,8.91506872088373e-07,34015323.9720334,0
2043,"NV","Nevada",22835467.0199186,17875860.8834605,21909762.7293163,1.74199101392675e-09,62629218.6275926,8127.99489722433
2043,"NY","New York",69401129.5557416,125828060.431578,0,5.64276397432523e-33,197989498.045227,2760308.05790723
2043,"OH","Ohio",66746641.4849358,76406446.3004861,53379337.9035714,1.93951392161484e-07,196566354.696023,33929.007030036
2043,"OK","Oklahoma",35422826.6145926,19961104.5086258,16569724.8390348,0.0447494162303851,71953656.0070026,0
2043,"OR","Oregon",21842883.3705395,17437596.4310765,12005574.4484452,3.09695658044299e-05,51310858.2588078,24804.008715625
2043,"PA","Pennsylvania",78074536.8599154,0,47173947.5029558,7.06333628908854e-07,126123523.886826,875039.523954032
2043,"RI","Rhode Island",4356890.89110245,3639868.05308249,925817.920914897,9.27290006396316e-36,8946246.28926809,23669.4241682595
2043,"SC","South Carolina",52192828.8122766,12967183.9556193,28163948.9955344,1.23995491991752e-14,93323961.7634304,0
2043,"SD","South Dakota",6750211.32496516,9318713.73728979,2723856.23657269,0.00143947250614684,18792781.3002671,0
2043,"TN","Tennessee",55238140.9862599,28150228.5460403,28502538.0829961,1.76525435831902e-07,111892651.608998,1743.99370112275
2043,"TX","Texas",240551249.577949,216340943.791185,94641075.9579208,9.4975397352649e-34,551603319.46982,70050.1427648791
2043,"UT","Utah",16255837.4502888,20910829.4998358,16929259.6818392,4.67729382349626e-21,54134100.3028055,38173.6708417898
2043,"VA","Virginia",73569683.8579857,89331858.0972461,17315729.2208095,2.64199810681739e-08,180405176.599983,187905.423941594
2043,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2043,"WA","Washington",48929949.9904283,49032661.4169407,27578939.3765668,3.26846402653885e-34,125547889.050071,6338.26613561176
2043,"WI","Wisconsin",20819311.6341718,40320721.023762,24047920.9427673,1.09034965936225e-34,85187953.6007011,0
2043,"WV","West Virginia",18467064.8699637,7547680.30233961,11855065.2630799,1.7112587515235e-12,37873983.1572651,4172.72188186839
2043,"WY","Wyoming",4097408.31110922,2784313.18668568,10009401.5493091,1.61870236172302e-35,16891123.047104,0
2044,"AK","Alaska",3056469.86479171,4266292.74360496,3010911.37444633,1.95401881073583e-05,10333673.9828625,0
2044,"AL","Alabama",27812353.3723946,23672491.1110561,33727799.4098866,1.81984092481057e-08,85212643.8933373,0
2044,"AR","Arkansas",25969744.4830604,21821957.3556898,18519889.0666585,1.27230526798904e-34,66312052.1132128,461.207804032489
2044,"AZ","Arizona",62696534.8458723,55058350.3904605,12428935.0079918,4.78871497795147e-09,130183820.244325,0
2044,"CA","California",129516809.331066,121791635.814435,47288748.4446002,0.00530244031997409,299282000.794409,684807.199005063
2044,"CO","Colorado",31821487.2472836,19997215.1671523,30093978.2740231,13.5216316142643,81964235.9750146,51541.7649239669
2044,"CT","Connecticut",12768311.3363761,12995956.7436815,3565954.23668056,7.09697277237904e-35,29522765.3672551,192543.050517021
2044,"DC","District of Columbia",2728476.07021818,10855579.6068634,218375.786691323,0.000119587319560051,14127035.8610349,324604.397142406
2044,"DE","Delaware",7795646.44228126,3404528.2197523,2754604.67068583,1.73693445834193e-35,13954779.3327194,0
2044,"FL","Florida",69009207.6240668,103465580.180496,16425627.1790517,1.19550765359719e-08,188984310.159864,83895.1762492474
2044,"GA","Georgia",30801018.314489,37129784.9719042,31726531.0008855,7.70947266597367e-11,99814290.6681432,156956.380864505
2044,"HI","Hawaii",0,2506340.10433401,3661679.31053312,6.01312903699898e-36,6168019.41486713,0
2044,"IA","Iowa",20087945.2676954,20905480.9237782,29812798.1878316,0.0106346214025627,70806260.7627177,36.372777890282
2044,"ID","Idaho",12369152.4224772,5971902.42820747,9574324.4149632,0.00142150903432549,27915379.2670694,0
2044,"IL","Illinois",74726124.753313,25257150.5699775,45193901.77918,1.17611525318179e-33,145727248.404732,550071.302261637
2044,"IN","Indiana",44623497.3885785,32582174.7693052,50727381.1912219,6.36987996571104e-35,127953343.390952,20290.0418468356
2044,"KS","Kansas",18267892.288211,26484417.0538558,16009951.543589,0.00118258649512965,60762260.8868384,0
2044,"KY","Kentucky",13601417.8025273,35272172.1693566,44125813.2970004,7.53568544627701e-09,92999403.2688843,0
2044,"LA","Louisiana",39750804.7267479,40550540.2120202,30385650.9687721,1.05394077857511e-06,110697581.933576,10586.0260346895
2044,"MA","Massachusetts",28922473.0604023,17722928.0592514,16927209.685885,5.97087082004907e-09,63922450.5507812,349839.745242468
2044,"MD","Maryland",41866748.8067329,30107590.3107103,4499877.77023141,1.36191176111394e-07,77002259.7906553,528042.902980578
2044,"ME","Maine",4480726.06818493,7084690.76466488,3026010.86042226,0.0762276490435278,14591427.7694997,0
2044,"MI","Michigan",52817278.9920093,42120939.5496023,31471020.7484945,9.4132411943722e-07,126415819.673296,6580.38318909119
2044,"MN","Minnesota",35121980.8385682,22495791.5183464,23374890.8782914,1.32244860191393e-10,81009972.4191485,17309.1839424566
2044,"MO","Missouri",29922696.1816465,17401082.3282569,17544427.5604523,2.18333738302773e-34,64889795.0983596,21589.0280039028
2044,"MS","Mississippi",21053029.0769908,22059575.6263354,16503017.3502826,4.0353063199508e-15,59615622.0536087,0
2044,"MT","Montana",6923975.47550451,8432345.07657668,4221192.85981641,0.0159747221946598,19577513.4278723,0
2044,"NC","North Carolina",100929874.06523,31958888.1396372,26896088.8249815,6.238168688543e-15,159791975.038648,7124.00879914413
2044,"ND","North Dakota",4484764.77954282,9859585.99641859,5123501.21908953,1.36949640128144e-08,19467851.995051,0
2044,"NE","Nebraska",15452481.1460679,16282280.8029386,20469581.3044632,0.0313960448219353,52204343.2848658,0
2044,"NH","New Hampshire",4510916.77292581,6785675.42297422,1951510.31315432,2.69969767474845e-18,13248102.5090544,0
2044,"NJ","New Jersey",23477743.656017,14348296.3592668,0,2.48943125948846e-34,38113189.2901923,287149.274908493
2044,"NM","New Mexico",8122090.55419873,13756502.2335074,12480448.9949815,8.91506872088373e-07,34359041.7826885,0
2044,"NV","Nevada",23181994.1914103,18152030.3748305,22173482.7941085,1.74199101392675e-09,63515635.3552466,8127.99489722433
2044,"NY","New York",69992530.2746392,127433127.137497,0,5.64276397432523e-33,200185965.470043,2760308.05790723
2044,"OH","Ohio",66994993.1089487,77349992.5725825,53379337.9035714,1.93951392161484e-07,197758252.592133,33929.007030036
2044,"OK","Oklahoma",35805898.0588963,19961104.5086258,16569724.8390348,0.0447494162303851,72336727.4513063,0
2044,"OR","Oregon",21882498.0933126,17456981.1872027,12005574.4484452,3.09695658044299e-05,51369857.737707,24804.008715625
2044,"PA","Pennsylvania",78856867.6064614,0,47173947.5029558,7.06333628908854e-07,126905854.633372,875039.523954032
2044,"RI","Rhode Island",4396292.61240192,3639868.05308249,925817.920914897,9.27290006396316e-36,8985648.01056756,23669.4241682595
2044,"SC","South Carolina",52834675.1816917,12688921.9638961,28163948.9955344,1.23995491991752e-14,93687546.1411222,0
2044,"SD","South Dakota",6821098.73044938,9472132.2003481,2723856.23657269,0.00143947250614684,19017087.1688096,0
2044,"TN","Tennessee",55488995.7739337,28150228.5460403,28502538.0829961,1.76525435831902e-07,112143506.396671,1743.99370112275
2044,"TX","Texas",243758128.813976,219036683.67367,94641075.9579208,9.4975397352649e-34,557505938.588332,70050.1427648791
2044,"UT","Utah",16483836.5902281,21236894.748272,17162649.4391864,4.67729382349626e-21,54921554.4485283,38173.6708417898
2044,"VA","Virginia",74454548.1688509,90705246.2481076,17315729.2208095,2.64199810681739e-08,182663429.06171,187905.423941594
2044,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2044,"WA","Washington",49333544.9276721,49665735.0508891,27578939.3765668,3.26846402653885e-34,126584557.621264,6338.26613561176
2044,"WI","Wisconsin",20779280.2523891,40865807.0393673,24049598.6404027,1.09034965936225e-34,85694685.9321591,0
2044,"WV","West Virginia",18665620.4357937,7536234.26923548,11855065.2630799,1.7112587515235e-12,38061092.689991,4172.72188186839
2044,"WY","Wyoming",4140511.08818035,2736350.81934022,10009401.5493091,1.61870236172302e-35,16886263.4568297,0
2045,"AK","Alaska",3084440.35807754,4309734.29109834,3061840.57218069,1.95401881073583e-05,10456015.2213761,0
2045,"AL","Alabama",27624599.4711566,23731030.0305691,33727799.4098866,1.81984092481057e-08,85083428.9116124,0
2045,"AR","Arkansas",26127528.4926256,22122379.7532828,18531668.3307256,1.27230526798904e-34,66782037.784438,461.207804032489
2045,"AZ","Arizona",63626512.0623212,55851038.9049515,12428935.0079918,4.78871497795147e-09,131906485.975264,0
2045,"CA","California",130748643.297909,121791635.814435,47288748.4446002,0.00530244031997409,300513834.761253,684807.199005063
2045,"CO","Colorado",32244980.7121409,19997215.1671523,30549891.9097493,13.5216316142643,82843643.075598,51541.7649239669
2045,"CT","Connecticut",12768311.3363761,12995956.7436815,3565954.23668056,7.09697277237904e-35,29522765.3672551,192543.050517021
2045,"DC","District of Columbia",2749904.58077506,10921258.6358661,218375.786691323,0.000119587319560051,14214143.4005945,324604.397142406
2045,"DE","Delaware",7894551.19710282,3377339.20962067,2754604.67068583,1.73693445834193e-35,14026495.0774093,0
2045,"FL","Florida",67551131.9868997,103822697.848543,16425627.1790517,1.19550765359719e-08,187883352.190743,83895.1762492474
2045,"GA","Georgia",29929918.164363,36843415.3913506,31727737.7834588,7.70947266597367e-11,98658027.7200369,156956.380864505
2045,"HI","Hawaii",0,2483469.68999657,3661679.31053312,6.01312903699898e-36,6145149.00052969,0
2045,"IA","Iowa",20263937.6811322,21174806.1950407,30134707.8565263,0.0106346214025627,71573488.1161118,36.372777890282
2045,"ID","Idaho",12497176.9797946,5971902.42820747,9574324.4149632,0.00142150903432549,28043403.8243868,0
2045,"IL","Illinois",75494797.3045647,24464521.3663013,45193901.77918,1.17611525318179e-33,145703291.752308,550071.302261637
2045,"IN","Indiana",44818525.2659955,32719737.0635819,50748801.5267925,6.36987996571104e-35,128307353.898217,20290.0418468356
2045,"KS","Kansas",18348570.5495477,26824945.7465564,16165592.2127335,0.00118258649512965,61339108.5100202,0
2045,"KY","Kentucky",13153087.3863459,35788036.9541883,44125813.2970004,7.53568544627701e-09,93066937.6375345,0
2045,"LA","Louisiana",39920267.5037647,41060094.9817135,30385650.9687721,1.05394077857511e-06,111376599.480286,10586.0260346895
2045,"MA","Massachusetts",29183733.8462727,17722928.0592514,16927209.685885,5.97087082004907e-09,64183711.3366516,349839.745242468
2045,"MD","Maryland",42324515.9184625,30107590.3107103,4499877.77023141,1.36191176111394e-07,77460026.9023849,528042.902980578
2045,"ME","Maine",4480726.06818493,7179425.00124992,3026010.86042226,0.0762276490435278,14686162.0060848,0
2045,"MI","Michigan",53377633.4800385,42146489.439343,31471020.7484945,9.4132411943722e-07,127001724.051066,6580.38318909119
2045,"MN","Minnesota",35523615.8028683,22495791.5183464,23374890.8782914,1.32244860191393e-10,81411607.3834486,17309.1839424566
2045,"MO","Missouri",29706302.0688945,16983036.7989458,17544427.5604523,2.18333738302773e-34,64255355.4562965,21589.0280039028
2045,"MS","Mississippi",21116398.7175893,22324415.9780458,16505010.9574423,4.0353063199508e-15,59945825.6530774,0
2045,"MT","Montana",6988631.38549285,8541093.24793776,4221192.85981641,0.0159747221946598,19750917.5092217,0
2045,"NC","North Carolina",102183675.887785,31495229.8196521,26896088.8249815,6.238168688543e-15,160582118.541218,7124.00879914413
2045,"ND","North Dakota",4484764.77954282,10008054.1024084,5123501.21908953,1.36949640128144e-08,19616320.1010408,0
2045,"NE","Nebraska",15613532.2502372,16501247.1916448,20767976.3799325,0.0313960448219353,52882755.8532105,0
2045,"NH","New Hampshire",4512559.03631698,6857492.04482864,1951510.31315432,2.69969767474845e-18,13321561.3942999,0
2045,"NJ","New Jersey",23304075.1512436,13593344.7362256,0,2.48943125948846e-34,37184569.1623776,287149.274908493
2045,"NM","New Mexico",8160049.53975956,13898784.4225889,12643925.6309942,8.91506872088373e-07,34702759.5933436,0
2045,"NV","Nevada",23528521.362902,18428199.8662005,22437202.8589008,1.74199101392675e-09,64402052.0829006,8127.99489722433
2045,"NY","New York",70583930.9935369,129038193.843416,0,5.64276397432523e-33,202382432.89486,2760308.05790723
2045,"OH","Ohio",67237203.6319265,78293538.8446789,53379337.9035714,1.93951392161484e-07,198944009.387207,33929.007030036
2045,"OK","Oklahoma",36188969.5032,19961104.5086258,16569724.8390348,0.0447494162303851,72719798.89561,0
2045,"OR","Oregon",21920721.6895401,17475326.829349,12005574.4484452,3.09695658044299e-05,51426426.9760808,24804.008715625
2045,"PA","Pennsylvania",79639198.3530074,0,47173947.5029558,7.06333628908854e-07,127688185.379918,875039.523954032
2045,"RI","Rhode Island",4435694.3337014,3639868.05308249,925817.920914897,9.27290006396316e-36,9025049.73186705,23669.4241682595
2045,"SC","South Carolina",53476521.5511068,12410659.9721728,28163948.9955344,1.23995491991752e-14,94051130.518814,0
2045,"SD","South Dakota",6891986.13593359,9625550.66340641,2723856.23657269,0.00143947250614684,19241393.0373522,0
2045,"TN","Tennessee",55734041.6070167,28150228.5460403,28502538.0829961,1.76525435831902e-07,112388552.229754,1743.99370112275
2045,"TX","Texas",246965008.050002,221732423.556156,94641075.9579208,9.4975397352649e-34,563408557.706844,70050.1427648791
2045,"UT","Utah",16711835.7301675,21562959.9967082,17396039.1965335,4.67729382349626e-21,55709008.594251,38173.6708417898
2045,"VA","Virginia",75339412.479716,92078634.3989692,17315729.2208095,2.64199810681739e-08,184921681.523436,187905.423941594
2045,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2045,"WA","Washington",49737139.864916,50298808.6848376,27578939.3765668,3.26846402653885e-34,127621226.192456,6338.26613561176
2045,"WI","Wisconsin",20739248.8706064,41410893.0549726,24051098.3126221,1.09034965936225e-34,86201240.238201,0
2045,"WV","West Virginia",18864176.0016237,7524788.23613135,11855065.2630799,1.7112587515235e-12,38248202.2227168,4172.72188186839
2045,"WY","Wyoming",4183613.8652515,2688388.45199476,10009401.5493091,1.61870236172302e-35,16881403.8665554,0
2046,"AK","Alaska",3112410.85136337,4353175.83859171,3112769.76991505,1.95401881073583e-05,10578356.4598897,0
2046,"AL","Alabama",27436845.5699186,23789568.9500822,33727799.4098866,1.81984092481057e-08,84954213.9298875,0
2046,"AR","Arkansas",26282135.5605135,22422802.1508757,18542598.7216348,1.27230526798904e-34,67247997.6408281,461.207804032489
2046,"AZ","Arizona",64556489.2787701,56643727.4194426,12428935.0079918,4.78871497795147e-09,133629151.706204,0
2046,"CA","California",131980477.264753,121791635.814435,47288748.4446002,0.00530244031997409,301745668.728097,684807.199005063
2046,"CO","Colorado",32668474.1769981,19997215.1671523,31005805.5454755,13.5216316142643,83723050.1761814,51541.7649239669
2046,"CT","Connecticut",12768311.3363761,12995956.7436815,3565954.23668056,7.09697277237904e-35,29522765.3672551,192543.050517021
2046,"DC","District of Columbia",2771333.09133194,10986937.6648688,218375.786691323,0.000119587319560051,14301250.9401541,324604.397142406
2046,"DE","Delaware",7993455.95192439,3350150.19948904,2754604.67068583,1.73693445834193e-35,14098210.8220992,0
2046,"FL","Florida",66093056.3497326,104179815.51659,16425627.1790517,1.19550765359719e-08,186782394.221623,83895.1762492474
2046,"GA","Georgia",29058818.014237,36557045.8107971,31728807.0990365,7.70947266597367e-11,97501627.3049351,156956.380864505
2046,"HI","Hawaii",0,2460599.27565913,3661679.31053312,6.01312903699898e-36,6122278.58619225,0
2046,"IA","Iowa",20439930.094569,21444131.4663032,30456617.525221,0.0106346214025627,72340715.4695057,36.372777890282
2046,"ID","Idaho",12625201.537112,5971902.42820747,9574324.4149632,0.00142150903432549,28171428.3817042,0
2046,"IL","Illinois",76263469.8558164,23671892.1626252,45193901.77918,1.17611525318179e-33,145679335.099883,550071.302261637
2046,"IN","Indiana",45008897.7463923,32853655.6810514,50768716.0634701,6.36987996571104e-35,128651559.532761,20290.0418468356
2046,"KS","Kansas",18427339.5229478,27165474.4392569,16321232.881878,0.00118258649512965,61914046.8452653,0
2046,"KY","Kentucky",12704756.9701644,36303901.7390199,44125813.2970004,7.53568544627701e-09,93134472.0061847,0
2046,"LA","Louisiana",40085737.7293022,41569649.7514068,30385650.9687721,1.05394077857511e-06,112051624.475517,10586.0260346895
2046,"MA","Massachusetts",29444994.6321431,17722928.0592514,16927209.685885,5.97087082004907e-09,64444972.122522,349839.745242468
2046,"MD","Maryland",42782283.030192,30107590.3107103,4499877.77023141,1.36191176111394e-07,77917794.0141144,528042.902980578
2046,"ME","Maine",4480726.06818493,7274159.23783496,3026010.86042226,0.0762276490435278,14780896.2426698,0
2046,"MI","Michigan",53937987.9680678,42170190.174698,31471020.7484945,9.4132411943722e-07,127585779.27445,6580.38318909119
2046,"MN","Minnesota",35925250.7671684,22495791.5183464,23374890.8782914,1.32244860191393e-10,81813242.3477487,17309.1839424566
2046,"MO","Missouri",29489907.9561425,16564991.2696346,17544427.5604523,2.18333738302773e-34,63620915.8142334,21589.0280039028
2046,"MS","Mississippi",21179768.3581879,22589256.3297561,16506832.3083283,4.0353063199508e-15,60275856.9962723,0
2046,"MT","Montana",7053287.2954812,8649841.41929884,4221192.85981641,0.0159747221946598,19924321.5905712,0
2046,"NC","North Carolina",103437477.710339,31031571.499667,26896088.8249815,6.238168688543e-15,161372262.043787,7124.00879914413
2046,"ND","North Dakota",4484764.77954282,10156522.2083982,5123501.21908953,1.36949640128144e-08,19764788.2070305,0
2046,"NE","Nebraska",15774583.3544065,16720213.5803509,21066371.4554018,0.0313960448219353,53561168.4215553,0
2046,"NH","New Hampshire",4514201.29970815,6929308.66668307,1951510.31315432,2.69969767474845e-18,13395020.2795455,0
2046,"NJ","New Jersey",23130406.6464702,12838393.1131843,0,2.48943125948846e-34,36255949.034563,287149.274908493
2046,"NM","New Mexico",8198008.52532039,14041066.6116704,12807402.2670069,8.91506872088373e-07,35046477.4039986,0
2046,"NV","Nevada",23875048.5343937,18704369.3575705,22700922.923693,1.74199101392675e-09,65288468.8105545,8127.99489722433
2046,"NY","New York",71175331.7124345,130643260.549334,0,5.64276397432523e-33,204578900.319676,2760308.05790723
2046,"OH","Ohio",67473424.907605,79237085.1167753,53379337.9035714,1.93951392161484e-07,200123776.934982,33929.007030036
2046,"OK","Oklahoma",36572040.9475037,19961104.5086258,16569724.8390348,0.0447494162303851,73102870.3399137,0
2046,"OR","Oregon",21957603.0105817,17492689.0589055,12005574.4484452,3.09695658044299e-05,51480670.5266789,24804.008715625
2046,"PA","Pennsylvania",80421529.0995533,0,47173947.5029558,7.06333628908854e-07,128470516.126464,875039.523954032
2046,"RI","Rhode Island",4475096.05500088,3639868.05308249,925817.920914897,9.27290006396316e-36,9064451.45316652,23669.4241682595
2046,"SC","South Carolina",54118367.9205219,12132397.9804495,28163948.9955344,1.23995491991752e-14,94414714.8965058,0
2046,"SD","South Dakota",6962873.54141781,9778969.12646472,2723856.23657269,0.00143947250614684,19465698.9058947,0
2046,"TN","Tennessee",55973413.0013925,28150228.5460403,28502538.0829961,1.76525435831902e-07,112627923.62413,1743.99370112275
2046,"TX","Texas",250171887.286029,224428163.438641,94641075.9579208,9.4975397352649e-34,569311176.825356,70050.1427648791
2046,"UT","Utah",16939834.8701068,21889025.2451444,17629428.9538807,4.67729382349626e-21,56496462.7399737,38173.6708417898
2046,"VA","Virginia",76224276.7905811,93452022.5498307,17315729.2208095,2.64199810681739e-08,187179933.985163,187905.423941594
2046,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2046,"WA","Washington",50140734.8021599,50931882.3187861,27578939.3765668,3.26846402653885e-34,128657894.763648,6338.26613561176
2046,"WI","Wisconsin",20699217.4888237,41955979.0705779,24052438.8502244,1.09034965936225e-34,86707635.4096259,0
2046,"WV","West Virginia",19062731.5674537,7513342.20302722,11855065.2630799,1.7112587515235e-12,38435311.7554427,4172.72188186839
2046,"WY","Wyoming",4226716.64232264,2640426.0846493,10009401.5493091,1.61870236172302e-35,16876544.2762811,0
2047,"AK","Alaska",3140381.3446492,4396617.38608509,3163698.96764941,1.95401881073583e-05,10700697.6984032,0
2047,"AL","Alabama",27249091.6686807,23848107.8695953,33727799.4098866,1.81984092481057e-08,84824998.9481626,0
2047,"AR","Arkansas",26433629.6536523,22723224.5484686,18552741.4134659,1.27230526798904e-34,67710056.8233909,461.207804032489
2047,"AZ","Arizona",65486466.4952189,57436415.9339336,12428935.0079918,4.78871497795147e-09,135351817.437144,0
2047,"CA","California",133212311.231597,121791635.814435,47288748.4446002,0.00530244031997409,302977502.694941,684807.199005063
2047,"CO","Colorado",33091967.6418553,19997215.1671523,31461719.1812016,13.5216316142643,84602457.2767648,51541.7649239669
2047,"CT","Connecticut",12768311.3363761,12995956.7436815,3565954.23668056,7.09697277237904e-35,29522765.3672551,192543.050517021
2047,"DC","District of Columbia",2792761.60188882,11052616.6938715,218375.786691323,0.000119587319560051,14388358.4797136,324604.397142406
2047,"DE","Delaware",8092360.70674595,3322961.18935741,2754604.67068583,1.73693445834193e-35,14169926.5667892,0
2047,"FL","Florida",64634980.7125655,104536933.184636,16425627.1790517,1.19550765359719e-08,185681436.252503,83895.1762492474
2047,"GA","Georgia",28187717.864111,36270676.2302436,31729754.6067566,7.70947266597367e-11,96345105.0819757,156956.380864505
2047,"HI","Hawaii",0,2437728.86132169,3661679.31053312,6.01312903699898e-36,6099408.17185481,0
2047,"IA","Iowa",20615922.5080058,21713456.7375657,30778527.1939157,0.0106346214025627,73107942.8228997,36.372777890282
2047,"ID","Idaho",12753226.0944294,5971902.42820747,9574324.4149632,0.00142150903432549,28299452.9390216,0
2047,"IL","Illinois",77032142.4070681,22879262.958949,45193901.77918,1.17611525318179e-33,145655378.447459,550071.302261637
2047,"IN","Indiana",45194725.9560434,32984027.1334851,50787230.655353,6.36987996571104e-35,128986273.786728,20290.0418468356
2047,"KS","Kansas",18504244.3925831,27506003.1319575,16476873.5510225,0.00118258649512965,62487121.0767457,0
2047,"KY","Kentucky",12256426.5539829,36819766.5238516,44125813.2970004,7.53568544627701e-09,93202006.3748348,0
2047,"LA","Louisiana",40247309.4680724,42079204.5211001,30385650.9687721,1.05394077857511e-06,112722750.98398,10586.0260346895
2047,"MA","Massachusetts",29706255.4180135,17722928.0592514,16927209.685885,5.97087082004907e-09,64706232.9083924,349839.745242468
2047,"MD","Maryland",43240050.1419215,30107590.3107103,4499877.77023141,1.36191176111394e-07,78375561.1258439,528042.902980578
2047,"ME","Maine",4480726.06818493,7368893.47441999,3026010.86042226,0.0762276490435278,14875630.4792548,0
2047,"MI","Michigan",54498342.456097,42192175.5868493,31471020.7484945,9.4132411943722e-07,128168119.174631,6580.38318909119
2047,"MN","Minnesota",36326885.7314686,22495791.5183464,23374890.8782914,1.32244860191393e-10,82214877.3120488,17309.1839424566
2047,"MO","Missouri",29273513.8433906,16146945.7403235,17544427.5604523,2.18333738302773e-34,62986476.1721702,21589.0280039028
2047,"MS","Mississippi",21243137.9987864,22854096.6814665,16508496.2866268,4.0353063199508e-15,60605730.9668798,0
2047,"MT","Montana",7117943.20546954,8758589.59065992,4221192.85981641,0.0159747221946598,20097725.6719206,0
2047,"NC","North Carolina",104691279.532894,30567913.1796819,26896088.8249815,6.238168688543e-15,162162405.546356,7124.00879914413
2047,"ND","North Dakota",4484764.77954282,10304990.314388,5123501.21908953,1.36949640128144e-08,19913256.3130203,0
2047,"NE","Nebraska",15935634.4585757,16939179.9690571,21364766.5308711,0.0313960448219353,54239580.9899,0
2047,"NH","New Hampshire",4515843.56309932,7001125.28853749,1951510.31315432,2.69969767474845e-18,13468479.1647911,0
2047,"NJ","New Jersey",22956738.1416968,12083441.4901431,0,2.48943125948846e-34,35327328.9067483,287149.274908493
2047,"NM","New Mexico",8235967.51088122,14183348.800752,12970878.9030196,8.91506872088373e-07,35390195.2146537,0
2047,"NV","Nevada",24221575.7058855,18980538.8489405,22964642.9884853,1.74199101392675e-09,66174885.5382085,8127.99489722433
2047,"NY","New York",71766732.4313321,132248327.255253,0,5.64276397432523e-33,206775367.744492,2760308.05790723
2047,"OH","Ohio",67703805.0347654,80180631.3888718,53379337.9035714,1.93951392161484e-07,201297703.334239,33929.007030036
2047,"OK","Oklahoma",36955112.3918074,19961104.5086258,16569724.8390348,0.0447494162303851,73485941.7842174,0
2047,"OR","Oregon",21993189.1923128,17509120.5914061,12005574.4484452,3.09695658044299e-05,51532688.2409107,24804.008715625
2047,"PA","Pennsylvania",81203859.8460993,0,47173947.5029558,7.06333628908854e-07,129252846.87301,875039.523954032
2047,"RI","Rhode Island",4514497.77630036,3639868.05308249,925817.920914897,9.27290006396316e-36,9103853.174466,23669.4241682595
2047,"SC","South Carolina",54760214.289937,11854135.9887262,28163948.9955344,1.23995491991752e-14,94778299.2741976,0
2047,"SD","South Dakota",7033760.94690202,9932387.58952303,2723856.23657269,0.00143947250614684,19690004.7744372,0
2047,"TN","Tennessee",56207241.3580085,28150228.5460403,28502538.0829961,1.76525435831902e-07,112861751.980746,1743.99370112275
